transition_id,object_id,reference_tier,source_family,criterion_id,snr,comparison,p_faint_only,p_matched,delta_p_second_minus_first,u_faint_only,u_matched,delta_u_second_minus_first,N_classifiable_faint_only,N_classifiable_matched
J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.27586206896551724,0.29411764705882354,0.0182555780933063,0.42,0.66,0.24000000000000005,29,17
J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.04,0.0,-0.04,0.5,0.88,0.38,25,6
J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.0,0.0,0.0,50,50
J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.4791666666666667,0.46511627906976744,-0.01405038759689925,0.04,0.14,0.1,48,43
J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.1,0.0,-0.1,0.0,0.0,0.0,50,50
J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.98,0.44,-0.54,0.0,0.0,0.0,50,50
J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.25,0.2413793103448276,-0.008620689655172403,0.36,0.42,0.06,32,29
J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0967741935483871,0.10714285714285714,0.010368663594470043,0.38,0.44,0.06,31,28
J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J134133.73+090356.7,J134133.73+090356.7,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.18,0.04,-0.13999999999999999,0.0,0.0,0.0,50,50
J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.96,0.84,-0.12,0.0,0.0,0.0,50,50
J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.2,0.2222222222222222,0.0222222222222222,0.6,0.64,0.040000000000000036,20,18
J135255.68+252859.6,J135255.68+252859.6,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.09090909090909091,0.09090909090909091,0.56,0.56,0.0,22,22
J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J135750.26+614309.0,J135750.26+614309.0,GOLD,Zeltyn2024_SDSSV,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.16666666666666666,0.13043478260869565,-0.03623188405797101,0.4,0.54,0.14,30,23
J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.34,0.16,-0.18000000000000002,0.0,0.0,0.0,50,50
J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J140207.59+284859.3,J140207.59+284859.3,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.4,0.4,0.0,0.9,0.9,0.0,5,5
J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.02,0.0,-0.02,0.0,0.0,0.0,50,50
J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.88,0.02,-0.86,0.0,0.0,0.0,50,50
J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,1.0,,1.0,0.92,-0.07999999999999996,0,4
J140515.59+542458.0,J140515.59+542458.0,GOLD,Zeltyn2024_SDSSV,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,1.0,,1.0,0.9,-0.09999999999999998,0,5
J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.04,0.04,0.0,0.0,0.0,50,50
J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J150026.17+374732.4,J150026.17+374732.4,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.5384615384615384,0.4166666666666667,-0.12179487179487175,0.74,0.76,0.020000000000000018,13,12
J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.0,0.0,0.0,50,50
J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J152904.77+024640.4,J152904.77+024640.4,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,0.25,,1.0,0.76,-0.24,0,12
J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,1.0,0.42,-0.5800000000000001,0.0,0.0,0.0,50,50
J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
J160157.53+490207.8,J160157.53+490207.8,GOLD,Dong2025_SDSS_LAMOST,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,1.0,0.875,-0.125,0.84,0.84,0.0,8,8
SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.06,0.06,0.0,0.0,0.0,50,50
SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.0,0.0,0.0,50,50
SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.09090909090909091,0.09090909090909091,0.74,0.78,0.040000000000000036,13,11
SDSSJ000236.25-002724.8,SDSSJ000236.25-002724.8,GOLD,Potts2021,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.5,0.6,0.09999999999999998,25,20
SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.04,0.0,-0.04,0.0,0.0,0.0,50,50
SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.72,0.22,-0.5,0.0,0.0,0.0,50,50
SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.3333333333333333,0.29411764705882354,-0.039215686274509776,0.58,0.66,0.08000000000000007,21,17
SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SILVER,MacLeod2016,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.23076923076923078,0.14285714285714285,-0.08791208791208793,0.74,0.86,0.12,13,7
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.52,0.24,-0.28,0.0,0.0,0.0,50,50
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.82,0.44,-0.37999999999999995,0.0,0.0,0.0,50,50
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,0.875,,1.0,0.84,-0.16000000000000003,0,8
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,1.0,0.26,-0.74,0.0,0.0,0.0,50,50
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.02,0.0,-0.02,0.0,0.0,0.0,50,50
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.14,0.0,-0.14,0.0,0.0,0.0,50,50
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.8636363636363636,0.7368421052631579,-0.1267942583732058,0.56,0.62,0.05999999999999994,22,19
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.9,0.8333333333333334,-0.06666666666666665,0.6,0.64,0.040000000000000036,20,18
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.0,0.0,0.0,50,50
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.0,0.0,0.0,50,50
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.027777777777777776,0.08695652173913043,0.059178743961352656,0.28,0.54,0.26,36,23
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.18,0.24,0.06,41,38
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.52,0.0,-0.52,0.0,0.0,0.0,50,50
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,1.0,0.3,-0.7,0.0,0.0,0.0,50,50
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,0.023255813953488372,,1.0,0.14,-0.86,0,43
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,0.029411764705882353,,1.0,0.32,-0.6799999999999999,0,34
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.9,0.8888888888888888,-0.011111111111111183,0.8,0.82,0.019999999999999907,10,9
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,1.0,1.0,0.0,0.88,0.88,0.0,6,6
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,1.0,0.22,-0.78,0.0,0.0,0.0,50,50
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,1.0,0.88,-0.12,0.0,0.0,0.0,50,50
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.9444444444444444,0.8666666666666667,-0.07777777777777772,0.64,0.7,0.05999999999999994,18,15
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.95,0.8666666666666667,-0.08333333333333326,0.6,0.7,0.09999999999999998,20,15
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.94,0.06,-0.8799999999999999,0.0,0.0,0.0,50,50
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.023809523809523808,0.1111111111111111,0.0873015873015873,0.16,0.46,0.30000000000000004,42,27
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.16,0.3,0.13999999999999999,42,35
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.74,0.04,-0.7,0.0,0.0,0.0,50,50
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.05555555555555555,0.05555555555555555,0.6,0.64,0.040000000000000036,20,18
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.62,0.64,0.020000000000000018,19,18
SDSSJ135855.83+493414.2,SDSSJ135855.83+493414.2,GOLD,Potts2021,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.38,0.0,-0.38,0.0,0.0,0.0,50,50
SDSSJ135855.83+493414.2,SDSSJ135855.83+493414.2,GOLD,Potts2021,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ135855.83+493414.2,SDSSJ135855.83+493414.2,GOLD,Potts2021,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,0.5,,1.0,0.88,-0.12,0,6
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.28,0.14,-0.14,0.0,0.0,0.0,50,50
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,GREEN2022_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.84,0.26,-0.58,0.0,0.0,0.0,50,50
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,MACLEOD2019_FINAL,10,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.46,0.68,0.22000000000000003,27,16
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,YANG2024_FINAL,10,MATCHED_MINUS_FAINT_ONLY,0.0,0.0,0.0,0.58,0.74,0.16000000000000003,21,13
SDSSJ233602.98+001728.7,SDSSJ233602.98+001728.7,GOLD,Ruan2016,GREEN2022_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.1,0.12,0.01999999999999999,0.0,0.0,0.0,50,50
SDSSJ233602.98+001728.7,SDSSJ233602.98+001728.7,GOLD,Ruan2016,MACLEOD2019_FINAL,5,MATCHED_MINUS_FAINT_ONLY,,,,1.0,1.0,0.0,0,0
SDSSJ233602.98+001728.7,SDSSJ233602.98+001728.7,GOLD,Ruan2016,YANG2024_FINAL,5,MATCHED_MINUS_FAINT_ONLY,0.8,0.42857142857142855,-0.3714285714285715,0.8,0.86,0.05999999999999994,10,7
