condition_id,transition_id,object_id,reference_tier,source_family,arm,snr,criterion_id,N_eligible_realizations,N_fit_completed,N_fit_valid,N_classifiable,N_CL,N_nonCL,N_unclassifiable,p_i,u_i,applicable_by_design
J104111.56+555142.4|matched|snr5,J104111.56+555142.4,J104111.56+555142.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,22,22,22,0,28,1.0,0.56,True
J104427.75+271806.3|faint_only|snr10,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,38,12,0,0.76,0.0,True
J104427.75+271806.3|faint_only|snr10,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J104427.75+271806.3|faint_only|snr10,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J104427.75+271806.3|faint_only|snr5,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,4,46,0,0.08,0.0,True
J104427.75+271806.3|faint_only|snr5,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J104427.75+271806.3|faint_only|snr5,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J104427.75+271806.3|matched|snr10,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,27,23,0,0.54,0.0,True
J104427.75+271806.3|matched|snr10,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J104427.75+271806.3|matched|snr10,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,25,25,0,25,25,0.0,0.5,True
J104427.75+271806.3|matched|snr5,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,2,48,0,0.04,0.0,True
J104427.75+271806.3|matched|snr5,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J104427.75+271806.3|matched|snr5,J104427.75+271806.3,J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,22,22,3,19,28,0.13636363636363635,0.56,True
J105233.83+454949.3|faint_only|snr10,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J105233.83+454949.3|faint_only|snr10,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J105233.83+454949.3|faint_only|snr10,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J105233.83+454949.3|faint_only|snr5,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J105233.83+454949.3|faint_only|snr5,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J105233.83+454949.3|faint_only|snr5,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J105233.83+454949.3|matched|snr10,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,1,49,0,0.02,0.0,True
J105233.83+454949.3|matched|snr10,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J105233.83+454949.3|matched|snr10,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,19,19,6,13,31,0.3157894736842105,0.62,True
J105233.83+454949.3|matched|snr5,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J105233.83+454949.3|matched|snr5,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J105233.83+454949.3|matched|snr5,J105233.83+454949.3,J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,17,17,6,11,33,0.35294117647058826,0.66,True
J1110+0804|faint_only|snr10,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,faint_only,10,GREEN2022_FINAL,50,50,50,50,3,47,0,0.06,0.0,True
J1110+0804|faint_only|snr10,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J1110+0804|faint_only|snr10,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,faint_only,10,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J1110+0804|faint_only|snr5,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J1110+0804|faint_only|snr5,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J1110+0804|faint_only|snr5,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,faint_only,5,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J1110+0804|matched|snr10,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,matched,10,GREEN2022_FINAL,50,50,50,50,4,46,0,0.08,0.0,True
J1110+0804|matched|snr10,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J1110+0804|matched|snr10,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,matched,10,YANG2024_FINAL,50,50,21,21,2,19,29,0.09523809523809523,0.58,True
J1110+0804|matched|snr5,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J1110+0804|matched|snr5,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J1110+0804|matched|snr5,J1110+0804,J1110+0804,GOLD,Yang2025_turn_on,matched,5,YANG2024_FINAL,50,50,19,19,1,18,31,0.05263157894736842,0.62,True
J112229.65+214815.6|faint_only|snr10,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,33,17,0,0.66,0.0,True
J112229.65+214815.6|faint_only|snr10,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J112229.65+214815.6|faint_only|snr10,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,36,36,8,28,14,0.2222222222222222,0.28,True
J112229.65+214815.6|faint_only|snr5,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J112229.65+214815.6|faint_only|snr5,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J112229.65+214815.6|faint_only|snr5,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,25,25,9,16,25,0.36,0.5,True
J112229.65+214815.6|matched|snr10,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,9,41,0,0.18,0.0,True
J112229.65+214815.6|matched|snr10,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J112229.65+214815.6|matched|snr10,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,32,32,5,27,18,0.15625,0.36,True
J112229.65+214815.6|matched|snr5,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J112229.65+214815.6|matched|snr5,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J112229.65+214815.6|matched|snr5,J112229.65+214815.6,J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,18,18,4,14,32,0.2222222222222222,0.64,True
J113402.78+290403.9|faint_only|snr5,J113402.78+290403.9,J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,50,0,0,1.0,0.0,True
J113402.78+290403.9|faint_only|snr5,J113402.78+290403.9,J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J113402.78+290403.9|faint_only|snr5,J113402.78+290403.9,J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,26,26,6,20,24,0.23076923076923078,0.48,True
J113402.78+290403.9|matched|snr5,J113402.78+290403.9,J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,12,38,0,0.24,0.0,True
J113402.78+290403.9|matched|snr5,J113402.78+290403.9,J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J113402.78+290403.9|matched|snr5,J113402.78+290403.9,J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,23,23,4,19,27,0.17391304347826086,0.54,True
J114154.47+063509.6|faint_only|snr10,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|faint_only|snr10,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|faint_only|snr10,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|faint_only|snr5,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|faint_only|snr5,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|faint_only|snr5,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|matched|snr10,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|matched|snr10,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|matched|snr10,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|matched|snr5,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|matched|snr5,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J114154.47+063509.6|matched|snr5,J114154.47+063509.6,J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J114634.92+282642.0|faint_only|snr5,J114634.92+282642.0,J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,24,26,0,0.48,0.0,True
J114634.92+282642.0|faint_only|snr5,J114634.92+282642.0,J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J114634.92+282642.0|faint_only|snr5,J114634.92+282642.0,J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J114634.92+282642.0|matched|snr5,J114634.92+282642.0,J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,13,37,0,0.26,0.0,True
J114634.92+282642.0|matched|snr5,J114634.92+282642.0,J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J114634.92+282642.0|matched|snr5,J114634.92+282642.0,J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,16,16,2,14,34,0.125,0.68,True
J120635.22+175312.3|faint_only|snr10,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,34,16,0,0.68,0.0,True
J120635.22+175312.3|faint_only|snr10,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J120635.22+175312.3|faint_only|snr10,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,40,40,40,0,10,1.0,0.2,True
J120635.22+175312.3|faint_only|snr5,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J120635.22+175312.3|faint_only|snr5,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J120635.22+175312.3|faint_only|snr5,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,49,49,49,0,1,1.0,0.02,True
J120635.22+175312.3|matched|snr10,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,18,32,0,0.36,0.0,True
J120635.22+175312.3|matched|snr10,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J120635.22+175312.3|matched|snr10,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,31,31,28,3,19,0.9032258064516129,0.38,True
J120635.22+175312.3|matched|snr5,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J120635.22+175312.3|matched|snr5,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J120635.22+175312.3|matched|snr5,J120635.22+175312.3,J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,43,43,36,7,7,0.8372093023255814,0.14,True
J121618.00+515946.1|faint_only|snr10,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,faint_only,10,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J121618.00+515946.1|faint_only|snr10,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J121618.00+515946.1|faint_only|snr10,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,faint_only,10,YANG2024_FINAL,50,50,12,12,10,2,38,0.8333333333333334,0.76,True
J121618.00+515946.1|faint_only|snr5,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J121618.00+515946.1|faint_only|snr5,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J121618.00+515946.1|faint_only|snr5,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,faint_only,5,YANG2024_FINAL,50,50,2,2,1,1,48,0.5,0.96,True
J121618.00+515946.1|matched|snr5,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J121618.00+515946.1|matched|snr5,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J121618.00+515946.1|matched|snr5,J121618.00+515946.1,J121618.00+515946.1,GOLD,Zeltyn2024_SDSSV,matched,5,YANG2024_FINAL,50,50,2,2,1,1,48,0.5,0.96,True
J122355.23+343856.6|faint_only|snr10,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,2,48,0,0.04,0.0,True
J122355.23+343856.6|faint_only|snr10,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J122355.23+343856.6|faint_only|snr10,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J122355.23+343856.6|faint_only|snr5,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J122355.23+343856.6|faint_only|snr5,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J122355.23+343856.6|faint_only|snr5,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,0,0,0,0,50,,1.0,True
J122355.23+343856.6|matched|snr10,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J122355.23+343856.6|matched|snr10,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J122355.23+343856.6|matched|snr10,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,39,39,9,30,11,0.23076923076923078,0.22,True
J122355.23+343856.6|matched|snr5,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J122355.23+343856.6|matched|snr5,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J122355.23+343856.6|matched|snr5,J122355.23+343856.6,J122355.23+343856.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,24,24,16,8,26,0.6666666666666666,0.52,True
J122945.61+440934.5|faint_only|snr5,J122945.61+440934.5,J122945.61+440934.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,6,44,0,0.12,0.0,True
J122945.61+440934.5|faint_only|snr5,J122945.61+440934.5,J122945.61+440934.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J122945.61+440934.5|faint_only|snr5,J122945.61+440934.5,J122945.61+440934.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J122945.61+440934.5|matched|snr5,J122945.61+440934.5,J122945.61+440934.5,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,15,35,0,0.3,0.0,True
J122945.61+440934.5|matched|snr5,J122945.61+440934.5,J122945.61+440934.5,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J122945.61+440934.5|matched|snr5,J122945.61+440934.5,J122945.61+440934.5,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,0,0,0,0,0,50,,1.0,False
J131432.70+122718.5|faint_only|snr10,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,1,49,0,0.02,0.0,True
J131432.70+122718.5|faint_only|snr10,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J131432.70+122718.5|faint_only|snr10,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,25,25,1,24,25,0.04,0.5,True
J131432.70+122718.5|faint_only|snr5,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J131432.70+122718.5|faint_only|snr5,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J131432.70+122718.5|faint_only|snr5,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,29,29,8,21,21,0.27586206896551724,0.42,True
J131432.70+122718.5|matched|snr10,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,50,50,50,50,3,47,0,0.06,0.0,True
J131432.70+122718.5|matched|snr10,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J131432.70+122718.5|matched|snr10,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,50,50,6,6,0,6,44,0.0,0.88,True
J131432.70+122718.5|matched|snr5,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J131432.70+122718.5|matched|snr5,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J131432.70+122718.5|matched|snr5,J131432.70+122718.5,J131432.70+122718.5,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,17,17,5,12,33,0.29411764705882354,0.66,True
J132421.98+280238.3|faint_only|snr5,J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J132421.98+280238.3|faint_only|snr5,J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J132421.98+280238.3|faint_only|snr5,J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,50,50,48,48,23,25,2,0.4791666666666667,0.04,True
J132421.98+280238.3|matched|snr5,J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,50,50,50,50,0,50,0,0.0,0.0,True
J132421.98+280238.3|matched|snr5,J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J132421.98+280238.3|matched|snr5,J132421.98+280238.3,J132421.98+280238.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,50,50,43,43,20,23,7,0.46511627906976744,0.14,True
J133551.98+544450.1|faint_only|snr10,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,50,50,50,50,49,1,0,0.98,0.0,True
J133551.98+544450.1|faint_only|snr10,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,50,0,0,0,0,0,50,,1.0,False
J133551.98+544450.1|faint_only|snr10,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,50,50,31,31,3,28,19,0.0967741935483871,0.38,True
J133551.98+544450.1|faint_only|snr5,J133551.98+544450.1,J133551.98+544450.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,50,50,50,50,5,45,0,0.1,0.0,True
