transition_id,object_id,reference_tier,source_family,criterion_id,arm,comparison,p_5,p_10,delta_p_second_minus_first,u_5,u_10,delta_u_second_minus_first,N_classifiable_5,N_classifiable_10
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ012648.08-083948.0,SDSSJ012648.08-083948.0,GOLD,Ruan2016,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.875,,,0.84,1.0,0.16000000000000003,8,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.26,1.0,0.74,0.0,0.0,0.0,50,50
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ015957.64+003310.4,SDSSJ015957.64+003310.4,GOLD,LaMassa2015,YANG2024_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,0.02,0.14,0.12000000000000001,0.0,0.0,0.0,50,50
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.0,0.0,0.0,0.0,0.0,0.0,50,50
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,0.8636363636363636,0.9,0.036363636363636376,0.56,0.6,0.039999999999999925,22,20
SDSSJ021359.79+004226.81,SDSSJ021359.79+004226.81,GOLD,Green2022,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.7368421052631579,0.8333333333333334,0.09649122807017552,0.62,0.64,0.020000000000000018,19,18
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,0.0,0.0,0.0,0.0,0.0,0.0,50,50
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.0,0.0,0.0,0.0,0.0,0.0,50,50
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,0.027777777777777776,0.0,-0.027777777777777776,0.28,0.18,-0.10000000000000003,36,41
SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SILVER,Yang2018,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.08695652173913043,0.0,-0.08695652173913043,0.54,0.24,-0.30000000000000004,23,38
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,0.52,1.0,0.48,0.0,0.0,0.0,50,50
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.0,0.3,0.3,0.0,0.0,0.0,50,50
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,GOLD,Potts2021,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.023255813953488372,0.029411764705882353,0.006155950752393981,0.14,0.32,0.18,43,34
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,GREEN2022_FINAL,matched,SNR_10_MINUS_5,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,0.9,1.0,0.09999999999999998,0.8,0.88,0.07999999999999996,10,6
SDSSJ101152.98+544206.4,SDSSJ101152.98+544206.4,GOLD,Runnoe2016,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.8888888888888888,1.0,0.11111111111111116,0.82,0.88,0.06000000000000005,9,6
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,1.0,1.0,0.0,0.0,0.0,0.0,50,50
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.22,0.88,0.66,0.0,0.0,0.0,50,50
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,0.9444444444444444,0.95,0.005555555555555536,0.64,0.6,-0.040000000000000036,18,20
SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,GOLD,MacLeod2016,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.8666666666666667,0.8666666666666667,0.0,0.7,0.7,0.0,15,15
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,0.94,1.0,0.06000000000000005,0.0,0.0,0.0,50,50
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.06,1.0,0.94,0.0,0.0,0.0,50,50
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,0.023809523809523808,0.0,-0.023809523809523808,0.16,0.16,0.0,42,42
SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SILVER,Green2022,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.1111111111111111,0.0,-0.1111111111111111,0.46,0.3,-0.16000000000000003,27,35
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,0.74,1.0,0.26,0.0,0.0,0.0,50,50
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.04,1.0,0.96,0.0,0.0,0.0,50,50
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,0.0,0.0,0.0,0.6,0.62,0.020000000000000018,20,19
SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,GOLD,Green2022,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.05555555555555555,0.0,-0.05555555555555555,0.64,0.64,0.0,18,18
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,GREEN2022_FINAL,faint_only,SNR_10_MINUS_5,0.28,0.84,0.5599999999999999,0.0,0.0,0.0,50,50
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,GREEN2022_FINAL,matched,SNR_10_MINUS_5,0.14,0.26,0.12,0.0,0.0,0.0,50,50
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,MACLEOD2019_FINAL,faint_only,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,MACLEOD2019_FINAL,matched,SNR_10_MINUS_5,,,,1.0,1.0,0.0,0,0
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,YANG2024_FINAL,faint_only,SNR_10_MINUS_5,0.0,0.0,0.0,0.46,0.58,0.11999999999999994,27,21
SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SILVER,MacLeod2016,YANG2024_FINAL,matched,SNR_10_MINUS_5,0.0,0.0,0.0,0.68,0.74,0.05999999999999994,16,13
