transition_id,physical_role,source_family,instrument_family,path,canonical_redshift,rest_min,rest_max,covers_rest_4700_5100,valid_pixel_fraction,masked_fraction_hbeta,native_warning_value,warning_disposition,local_hbeta_qc,native_hbeta_window_snr,continuum_snr,variance_provenance,endpoint_identity_pass,native_qc_pass,degradation_source_epoch_available,qc_failures
J134133.73+090356.7,faint,Dong2025_SDSS_LAMOST,LAMOST_DR11,03_spectra/raw_q1_d093/lamost_dr11/J134133.73+090356.7__faint__lamost-dr11-974213161.fits,0.10496455430984497,3348.511328886918,8234.775251508652,True,0.9583013558454848,0.05352112676056338,0,INSTRUMENT_RECORDED_NO_NEW_THRESHOLD,PASS,13.527272526612581,12.447280854348904,NATIVE_LAMOST_SUPPORTED,True,True,True,
J134739.65+362240.0,bright,Dong2025_SDSS_LAMOST,SDSS_LEGACY,03_spectra/raw_q1_d093/sdss_legacy/J134739.65+362240.0__bright__spec-2033-53476-0395.fits,0.24695850908756256,3056.665983544268,7401.980629132785,True,0.9981780322748568,0.0,0,PASS,PASS,11.28484079547771,12.798419742019473,NATIVE_SDSS_SUPPORTED,True,True,True,
J134739.65+362240.0,faint,Dong2025_SDSS_LAMOST,LAMOST_DR11,03_spectra/raw_q1_d093/lamost_dr11/J134739.65+362240.0__faint__lamost-dr11-661701107.fits,0.24695850908756256,2967.208853510605,7297.062973076076,True,0.9910463034024047,0.014084507042253521,128,INSTRUMENT_RECORDED_NO_NEW_THRESHOLD,PASS,4.345836717836633,4.667104445149489,NATIVE_LAMOST_SUPPORTED,True,True,True,
J135255.68+252859.6,bright,Dong2025_SDSS_LAMOST,SDSS_LEGACY,03_spectra/raw_q1_d093/sdss_legacy/J135255.68+252859.6__bright__spec-2115-53535-0639.fits,0.06358543038368225,3590.2732382840927,8638.288666944707,True,0.9648662821185108,0.0,0,PASS,PASS,31.05517496129127,29.792474622057014,NATIVE_SDSS_SUPPORTED,True,True,True,
J135255.68+252859.6,faint,Dong2025_SDSS_LAMOST,LAMOST_DR11,03_spectra/raw_q1_d093/lamost_dr11/J135255.68+252859.6__faint__lamost-dr11-734403218.fits,0.06358543038368225,3478.7862097643174,8555.151759029399,True,1.0,0.0,0,INSTRUMENT_RECORDED_NO_NEW_THRESHOLD,PASS,19.915590850575864,19.91499874139012,NATIVE_LAMOST_SUPPORTED,True,True,True,
J140207.59+284859.3,bright,Dong2025_SDSS_LAMOST,SDSS_LEGACY,03_spectra/raw_q1_d093/sdss_legacy/J140207.59+284859.3__bright__spec-2120-53852-0521.fits,0.21995753049850464,3125.037061601883,7557.101780859501,True,1.0,0.0,0,PASS,PASS,15.985729322982847,16.14042809031914,NATIVE_SDSS_SUPPORTED,True,True,True,
J140207.59+284859.3,faint,Dong2025_SDSS_LAMOST,LAMOST_DR11,03_spectra/raw_q1_d093/lamost_dr11/J140207.59+284859.3__faint__lamost-dr11-547213076.fits,0.21995753049850464,3032.8812566230026,7458.566825606519,True,1.0,0.0,128,INSTRUMENT_RECORDED_NO_NEW_THRESHOLD,PASS,9.229444589892621,11.257770841182513,NATIVE_LAMOST_SUPPORTED,True,True,True,
J150026.17+374732.4,bright,Dong2025_SDSS_LAMOST,SDSS_LEGACY,03_spectra/raw_q1_d093/sdss_legacy/J150026.17+374732.4__bright__spec-1351-52790-0599.fits,0.18060126900672913,3232.1886812978955,7792.857014558863,True,1.0,0.0,0,PASS,PASS,9.926937008468776,11.081751853553616,NATIVE_SDSS_SUPPORTED,True,True,True,
J150026.17+374732.4,faint,Dong2025_SDSS_LAMOST,LAMOST_DR11,03_spectra/raw_q1_d093/lamost_dr11/J150026.17+374732.4__faint__lamost-dr11-559501209.fits,0.18060126900672913,3133.9847120763266,7707.203951491888,True,1.0,0.0,128,INSTRUMENT_RECORDED_NO_NEW_THRESHOLD,PASS,7.6078731485970925,11.247507261248362,NATIVE_LAMOST_SUPPORTED,True,True,True,
J151143.41+210104.0,faint,Dong2025_SDSS_LAMOST,SDSS_LEGACY,03_spectra/raw_q1_d093/sdss_legacy/J151143.41+210104.0__faint__spec-2156-54525-0390.fits,0.08047761768102646,3524.3915055717257,8528.726263554703,True,1.0,0.0,0,PASS,PASS,28.40991151592108,27.262125673877996,NATIVE_SDSS_SUPPORTED,False,True,False,
