transition_id,reference_tier,q1_set,source_family,instrument_pair,arm,snr_rung,bright_epoch_action,faint_epoch_action,object_specific_crn,mc_realizations,seed_namespace,grid_status,execution_authorized,spectra_generated
J160157.53+490207.8,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ000236.25-002724.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ000236.25-002724.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ000236.25-002724.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ000236.25-002724.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012648.08-083948.0,GOLD,PRIMARY_Q1,Ruan2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012648.08-083948.0,GOLD,PRIMARY_Q1,Ruan2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012648.08-083948.0,GOLD,PRIMARY_Q1,Ruan2016,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012648.08-083948.0,GOLD,PRIMARY_Q1,Ruan2016,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ015957.64+003310.4,GOLD,PRIMARY_Q1,LaMassa2015,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ015957.64+003310.4,GOLD,PRIMARY_Q1,LaMassa2015,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ015957.64+003310.4,GOLD,PRIMARY_Q1,LaMassa2015,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ015957.64+003310.4,GOLD,PRIMARY_Q1,LaMassa2015,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ021359.79+004226.81,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ021359.79+004226.81,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ021359.79+004226.81,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ021359.79+004226.81,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ082942.66+415436.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ082942.66+415436.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ082942.66+415436.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ082942.66+415436.8,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ101152.98+544206.4,GOLD,PRIMARY_Q1,Runnoe2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ101152.98+544206.4,GOLD,PRIMARY_Q1,Runnoe2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ101152.98+544206.4,GOLD,PRIMARY_Q1,Runnoe2016,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ101152.98+544206.4,GOLD,PRIMARY_Q1,Runnoe2016,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ102152.34+464515.6,GOLD,PRIMARY_Q1,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ102152.34+464515.6,GOLD,PRIMARY_Q1,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ102152.34+464515.6,GOLD,PRIMARY_Q1,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ102152.34+464515.6,GOLD,PRIMARY_Q1,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105325.40+302419.34,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105325.40+302419.34,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105325.40+302419.34,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105325.40+302419.34,GOLD,PRIMARY_Q1,Green2022,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ135855.83+493414.2,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ135855.83+493414.2,GOLD,PRIMARY_Q1,Potts2021,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ233602.98+001728.7,GOLD,PRIMARY_Q1,Ruan2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ233602.98+001728.7,GOLD,PRIMARY_Q1,Ruan2016,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012256.19-000252.68,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012256.19-000252.68,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012256.19-000252.68,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ012256.19-000252.68,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ081319.34+460849.5,SILVER,SENSITIVITY_INCREMENT,Yang2018,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ081319.34+460849.5,SILVER,SENSITIVITY_INCREMENT,Yang2018,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ081319.34+460849.5,SILVER,SENSITIVITY_INCREMENT,Yang2018,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ081319.34+460849.5,SILVER,SENSITIVITY_INCREMENT,Yang2018,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105058.42+241351.18,SILVER,SENSITIVITY_INCREMENT,Green2022,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105058.42+241351.18,SILVER,SENSITIVITY_INCREMENT,Green2022,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105058.42+241351.18,SILVER,SENSITIVITY_INCREMENT,Green2022,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ105058.42+241351.18,SILVER,SENSITIVITY_INCREMENT,Green2022,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ222132.41-010928.70,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ222132.41-010928.70,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ222132.41-010928.70,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
SDSSJ222132.41-010928.70,SILVER,SENSITIVITY_INCREMENT,MacLeod2016,SDSS_LEGACY/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False
