transition_id,reference_tier,source_family,arm,snr_rung,criterion,applicability,denominator_semantics,discovery_independent_sensitivity_included,unclassifiable_by_design
J080133.29+341737.6,GOLD,Zeltyn2024_SDSSV,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080133.29+341737.6,GOLD,Zeltyn2024_SDSSV,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080133.29+341737.6,GOLD,Zeltyn2024_SDSSV,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J080711.72+194439.7,GOLD,Zeltyn2024_SDSSV,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J083716.47+035606.1,GOLD,Zeltyn2024_SDSSV,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J083826.50+371906.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J083826.50+371906.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J083826.50+371906.7,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J083826.50+371906.7,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J083826.50+371906.7,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J083826.50+371906.7,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J084016.42+220624.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J084016.42+220624.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J084016.42+220624.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J084016.42+220624.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J084016.42+220624.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J084016.42+220624.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J085512.13+032950.6,GOLD,Zeltyn2024_SDSSV,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J095536.70+103752.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J095536.70+103752.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J095536.70+103752.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J095536.70+103752.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J095536.70+103752.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
