transition_id,reference_tier,source_family,arm,snr_rung,criterion,applicability,denominator_semantics,discovery_independent_sensitivity_included,unclassifiable_by_design
J1009+3539,GOLD,Yang2025_turn_on,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J1009+3539,GOLD,Yang2025_turn_on,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1009+3539,GOLD,Yang2025_turn_on,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1009+3539,GOLD,Yang2025_turn_on,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J101403.44+193609.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101403.44+193609.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101403.44+193609.1,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J101403.44+193609.1,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101403.44+193609.1,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101403.44+193609.1,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J101417.87+351106.8,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101417.87+351106.8,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101417.87+351106.8,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J101417.87+351106.8,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101417.87+351106.8,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J101417.87+351106.8,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104043.38+273518.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104043.38+273518.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104043.38+273518.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104043.38+273518.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104043.38+273518.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104043.38+273518.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104111.56+555142.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104111.56+555142.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104111.56+555142.4,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104111.56+555142.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104111.56+555142.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104111.56+555142.4,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J104427.75+271806.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J105233.83+454949.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J1110+0804,GOLD,Yang2025_turn_on,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J1110+0804,GOLD,Yang2025_turn_on,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J1110+0804,GOLD,Yang2025_turn_on,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J1110+0804,GOLD,Yang2025_turn_on,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J1110+0804,GOLD,Yang2025_turn_on,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J112229.65+214815.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J113402.78+290403.9,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,UNCLASSIFIABLE_INSTRUMENT_DOMAIN,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,True
J114154.47+063509.6,GOLD,Dong2025_SDSS_LAMOST,matched,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J114634.92+282642.0,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,faint_only,10,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,5,MACLEOD2019_FINAL,UNCLASSIFIABLE_NO_PROSPECTIVE_VISUAL_EVIDENCE,FINAL_CLASSIFIER_ROW_NON_DENOMINATOR_WHEN_UNCLASSIFIABLE,True,True
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,YANG2024_FINAL,APPLICABLE_FAIL_CLOSED_PER_REALIZATION,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
J120635.22+175312.3,GOLD,Dong2025_SDSS_LAMOST,matched,10,GREEN2022_FINAL,APPLICABLE_SUPPORTED_VARIANCE,FINAL_CLASSIFIER_DENOMINATOR_IF_CLASSIFIABLE,True,False
