transition_id,reference_tier,q1_set,source_family,instrument_pair,arm,snr,bright_epoch_action,faint_epoch_action,object_specific_crn,mc_realizations,seed_namespace,grid_status,execution_authorized,spectra_generated,object_id,condition_id
J101403.44+193609.1,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J101403.44+193609.1,J101403.44+193609.1|faint_only|snr5
J101403.44+193609.1,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J101403.44+193609.1,J101403.44+193609.1|matched|snr5
J101417.87+351106.8,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J101417.87+351106.8,J101417.87+351106.8|faint_only|snr5
J101417.87+351106.8,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J101417.87+351106.8,J101417.87+351106.8|matched|snr5
J104043.38+273518.9,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104043.38+273518.9,J104043.38+273518.9|faint_only|snr5
J104043.38+273518.9,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104043.38+273518.9,J104043.38+273518.9|matched|snr5
J104111.56+555142.4,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104111.56+555142.4,J104111.56+555142.4|faint_only|snr5
J104111.56+555142.4,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104111.56+555142.4,J104111.56+555142.4|matched|snr5
J104427.75+271806.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104427.75+271806.3,J104427.75+271806.3|faint_only|snr5
J104427.75+271806.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104427.75+271806.3,J104427.75+271806.3|faint_only|snr10
J104427.75+271806.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104427.75+271806.3,J104427.75+271806.3|matched|snr5
J104427.75+271806.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J104427.75+271806.3,J104427.75+271806.3|matched|snr10
J105233.83+454949.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J105233.83+454949.3,J105233.83+454949.3|faint_only|snr5
J105233.83+454949.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J105233.83+454949.3,J105233.83+454949.3|faint_only|snr10
J105233.83+454949.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J105233.83+454949.3,J105233.83+454949.3|matched|snr5
J105233.83+454949.3,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J105233.83+454949.3,J105233.83+454949.3|matched|snr10
J1110+0804,GOLD,PRIMARY_Q1,Yang2025_turn_on,LAMOST_DR11/SDSS_LEGACY,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J1110+0804,J1110+0804|faint_only|snr5
J1110+0804,GOLD,PRIMARY_Q1,Yang2025_turn_on,LAMOST_DR11/SDSS_LEGACY,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J1110+0804,J1110+0804|faint_only|snr10
J1110+0804,GOLD,PRIMARY_Q1,Yang2025_turn_on,LAMOST_DR11/SDSS_LEGACY,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J1110+0804,J1110+0804|matched|snr5
J1110+0804,GOLD,PRIMARY_Q1,Yang2025_turn_on,LAMOST_DR11/SDSS_LEGACY,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J1110+0804,J1110+0804|matched|snr10
J112229.65+214815.6,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J112229.65+214815.6,J112229.65+214815.6|faint_only|snr5
J112229.65+214815.6,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J112229.65+214815.6,J112229.65+214815.6|faint_only|snr10
J112229.65+214815.6,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J112229.65+214815.6,J112229.65+214815.6|matched|snr5
J112229.65+214815.6,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,10,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J112229.65+214815.6,J112229.65+214815.6|matched|snr10
J113402.78+290403.9,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J113402.78+290403.9,J113402.78+290403.9|faint_only|snr5
J113402.78+290403.9,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,matched,5,DEGRADE_TO_RUNG,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J113402.78+290403.9,J113402.78+290403.9|matched|snr5
J114154.47+063509.6,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,5,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J114154.47+063509.6,J114154.47+063509.6|faint_only|snr5
J114154.47+063509.6,GOLD,PRIMARY_Q1,Dong2025_SDSS_LAMOST,SDSS_LEGACY/LAMOST_DR11,faint_only,10,UNCHANGED,DEGRADE_TO_RUNG,True,50,p3sf:q1:full:v1,FINAL_FROZEN_D093_UNEXECUTED,False,False,J114154.47+063509.6,J114154.47+063509.6|faint_only|snr10
