series,wavelength_rest,flux
observed_bright,5042.8878007074409,15.639209747314453
observed_bright,5044.0506794963585,16.066474914550781
observed_bright,5045.2110567265408,16.073558807373047
observed_bright,5046.3744712531643,15.703607559204102
observed_bright,5047.5353830685872,15.566771507263184
observed_bright,5048.6993335797315,15.952352523803711
observed_bright,5049.860780226677,16.363819122314453
observed_bright,5051.0224940628977,15.781439781188965
observed_bright,5052.1872486941356,15.24146842956543
observed_bright,5053.3494977313694,15.55206298828125
observed_bright,5054.5147889645141,15.593777656555176
observed_bright,5055.6775734493285,14.780678749084473
observed_bright,5056.8434015315916,15.744202613830566
observed_bright,5058.0067217106662,16.651285171508789
observed_bright,5059.1703095100202,16.012495040893555
observed_bright,5060.3369430095045,15.78947925567627
observed_bright,5061.5010668732057,15.606067657470703
observed_bright,5062.6682378401902,14.685787200927734
observed_bright,5063.8328980152046,15.969956398010254
observed_bright,5065.0006066973001,15.302383422851562
observed_bright,5066.1658034307038,15.188519477844238
observed_bright,5067.3312682160849,15.747040748596191
observed_bright,5068.4997836146231,15.844307899475098
observed_bright,5069.6657853290772,15.173826217651367
observed_bright,5070.8348390621059,14.982229232788086
observed_bright,5072.0013779529982,15.23464298248291
observed_bright,5073.1709702685266,15.113869667053223
observed_bright,5074.3380465833325,15.355193138122559
observed_bright,5075.5053913825113,15.672089576721191
observed_bright,5076.6757917157975,15.296927452087402
observed_bright,5077.843674310172,15.240313529968262
observed_bright,5079.0146138463369,15.633481979370117
observed_bright,5080.183034483669,14.838052749633789
observed_bright,5081.3545134711221,14.141831398010254
observed_bright,5082.523472399288,14.476075172424316
observed_bright,5083.6927002449193,15.075336456298828
observed_bright,5084.864988553546,14.751302719116211
observed_bright,5086.0347550618917,14.467841148376465
observed_bright,5087.2075834431862,14.70872688293457
observed_bright,5088.3778888624074,15.589996337890625
observed_bright,5089.551257565181,15.534790992736816
observed_bright,5090.7221021435544,14.255935668945312
observed_bright,5091.8932160731829,15.603402137756348
observed_bright,5093.0673954026479,15.688209533691406
observed_bright,5094.2390488639103,14.918395042419434
observed_bright,5095.4137691372352,14.923238754272461
observed_bright,5096.585962378691,15.491050720214844
observed_bright,5097.7612238450893,15.52379322052002
observed_bright,5098.933957115416,15.546550750732422
observed_bright,5100.1069601714898,15.148947715759277
observed_bright,5101.2830335722028,15.322551727294922
observed_bright,5102.4565770302288,15.346798896789551
observed_bright,5103.6331922473992,15.165162086486816
observed_bright,5104.8072763563396,15.26481819152832
observed_bright,5105.9844336395836,14.919968605041504
observed_bright,5107.1590586485163,14.562865257263184
observed_bright,5108.3339538783894,14.563480377197266
observed_bright,5109.5119244056805,14.643446922302246
observed_bright,5110.687360909229,14.938079833984375
observed_bright,5111.8658741269837,15.374425888061523
observed_bright,5113.0418521535712,14.824493408203125
observed_bright,5114.2209083118069,15.073455810546875
observed_bright,5115.397428110914,15.272136688232422
observed_bright,5116.5742185668551,15.048611640930176
