primary_transition_count,sensitivity_transition_count,final_snr_grid,primary_condition_count,sensitivity_increment_condition_count,faint_only_condition_count,matched_condition_count,total_condition_count,mc_realizations,condition_realization_count,unique_reusable_spectrum_fit_inputs,yang_fit_count,green_preprocessing_fit_count,unique_reusable_fit_count,final_classifier_rows_per_condition_realization,classifier_evaluation_count,execution_status
10,14,5;10,36,16,26,26,52,50,2600,2614,2614,2614,5228,3,7800,UNEXECUTED
